"paper_id","treatment_id","subject_id","scenarios","choice","A","endowment","mean_app","sd_app","Game_type","female","age","Design","payoff","other_payoff_ahead","other_payoff_behind","id"
"2007Lis165","2007Lis165_1a","2007Lis165_1a_14",3.5,1,0,5,0.420238096799169,0.635511325049263,"DG",,,"Between",1.5,0,2,6
"2007Lis165","2007Lis165_1a","2007Lis165_1a_11",3.5,0.5,0,5,0.420238096799169,0.635511325049263,"DG",,,"Between",1.5,0,2,3
"2007Lis165","2007Lis165_1a","2007Lis165_1a_9",3.5,0.5,0,5,0.420238096799169,0.635511325049263,"DG",,,"Between",1.5,0,2,24
"2007Lis165","2007Lis165_1a","2007Lis165_1a_1",3.5,0,0,5,0.420238096799169,0.635511325049263,"DG",,,"Between",1.5,0,2,1
"2007Lis165","2007Lis165_1a","2007Lis165_1a_16",3.5,2,0,5,0.420238096799169,0.635511325049263,"DG",,,"Between",1.5,0,2,8
"2007Lis165","2007Lis165_1a","2007Lis165_1a_17",3.5,2.5,0,5,0.420238096799169,0.635511325049263,"DG",,,"Between",1.5,0,2,9
"2007Lis165","2007Lis165_1a","2007Lis165_1a_10",3.5,0.5,0,5,0.420238096799169,0.635511325049263,"DG",,,"Between",1.5,0,2,2
"2007Lis165","2007Lis165_1a","2007Lis165_1a_13",3.5,1,0,5,0.420238096799169,0.635511325049263,"DG",,,"Between",1.5,0,2,5
"2007Lis165","2007Lis165_1a","2007Lis165_1a_21",3.5,2.5,0,5,0.420238096799169,0.635511325049263,"DG",,,"Between",1.5,0,2,14
"2007Lis165","2007Lis165_1a","2007Lis165_1a_22",3.5,2.5,0,5,0.420238096799169,0.635511325049263,"DG",,,"Between",1.5,0,2,15
